OBJECTID,HSISID,Name,Address 1,Address 2,City,State,Postal Code,Phone Number,Restaurant Open Date,Facility Type,Longitude,Latitude,geo_point_2d
1086,04092017574,COMFORT SUITES REGENCY PARK BREAKFAST,350 ASHVILLE AVE,,CARY,NC,27518,(919) 852-4318,2017-04-20,1 - Restaurant,-78.78677093,35.73904811,"35.73905517380578, -78.78677358124999"
1117,04092017640,NEW CHINA,949 N HARRISON AVE,,CARY,NC,27513,(919) 380-9328,2017-07-11,1 - Restaurant,-78.78451819,35.80143568,"35.80144275476601, -78.7845208415064"
1125,04092017654,HARRIS TEETER 138 STARBUCKS,98 CORNERSTONE DR,,CARY,NC,27519,(919) 467-1259,2017-06-28,1 - Restaurant,-78.85187774,35.79044484,"35.790451910630374, -78.8518804185753"
1136,04092017669,FIRST CHINA RESTAURANT,6452 TRYON  RD,,CARY,NC,27518,(919) 852-5857,2017-08-25,1 - Restaurant,-78.76155635,35.7455991,"35.74560616778627, -78.76155899197015"
1161,04092017729,WHOLE FOODS MARKET #10611 PRODUCE,5055 ARCO ST,,CARY,NC,27519,(984) 228-0300,2017-11-03,1 - Restaurant,-78.88191823,35.83348308,"35.83349016139615, -78.8819209102438"
1182,04092017775,DOMINOS #8903,1183 W CHATHAM ST,,CARY,NC,27518,(919) 467-4222,2018-01-10,1 - Restaurant,-78.80690367,35.77079809,"35.7708051618002, -78.80690633011957"
1197,04092017815,HYDERABADI BIRYANI POINTE,2711 NC HWY 55,,CARY,NC,27519,(919) 367-6852,2018-03-09,1 - Restaurant,-78.87132587,35.78456541,"35.784572485632026, -78.87132855114136"
1218,04092017851,BUFFALO BROTHERS,1289 KILDAIRE FARM RD,SUITE 3443,CARY,NC,27511,(919) 561-5933,2018-05-01,1 - Restaurant,-78.78213151,35.76273552,"35.76274258632383, -78.78213416448122"
1246,04092017925,DOMINOS #8849,708 SLASH PINE DR,,CARY,NC,27519,(919) 439-5859,2018-08-07,1 - Restaurant,-78.90892881,35.83075801,"35.83076508964281, -78.9089315027874"
1254,04092017940,MCDONALDS #3259,869 SE MAYNARD RD,,CARY,NC,27511-4205,(919) 467-3883,2018-09-28,1 - Restaurant,-78.76464851,35.77630584,"35.77631291064265, -78.76465116139211"
1258,04092017943,MCDONALDS #27548,3494 KILDAIRE FARM RD,,CARY,NC,27518,(919) 363-9960,2018-09-28,1 - Restaurant,-78.79563777,35.70411794,"35.70412499964317, -78.7956404247871"
1305,04092018037,"SOPHIE'S GRILL AND BAR",2734 NC 55,,CARY,NC,27519,(919) 355-2377,2019-01-24,1 - Restaurant,-78.8701639,35.78474926,"35.784756335576425, -78.87016657516457"
1307,04092018043,TERRACE CAFE SAS BUILDING A,920 SAS CAMPUS DR,,CARY,NC,27513,,2019-01-25,1 - Restaurant,-78.74762186,35.81616917,"35.816176256962706, -78.74762450274456"
1350,04092018137,NYC BAGELS,263 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 651-0060,2019-07-15,1 - Restaurant,-78.78059125,35.80471168,"35.80471875401835, -78.78059390784402"
1357,04092018150,SHAKE SHACK #1294,310 COLONADES WAY,,CARY,NC,27518,(919) 230-9390,2019-08-11,1 - Restaurant,-78.77756452,35.73853427,"35.73854133532604, -78.77756716738376"
1390,04092018216,NUKKAD RESTAURANT,1710 HIGH HOUSE RD,,CARY,NC,27513,(919) 378-9083,2019-11-05,1 - Restaurant,-78.84401449,35.79274101,"35.792748083940694, -78.8440171583339"
1405,04092018266,WOK ON FIRE,1216 PARKSIDE MAIN ST,,CARY,NC,27519,(919) 466-0888,2019-12-16,1 - Restaurant,-78.88929615,35.84835999,"35.848367078137315, -78.88929884121994"
1419,04092018303,THE PARKWAY TAVERN,982 HIGH HOUSE RD,,CARY,NC,27513,(919) 234-0018,2020-01-27,1 - Restaurant,-78.82691634,35.78842126,"35.78842833559435, -78.82691900326957"
1423,04092018305,MISO RAMEN,970 HIGH HOUSE RD,,CARY,NC,27513,(984) 333-0110,2020-01-27,1 - Restaurant,-78.82691634,35.78842126,"35.78842833559435, -78.82691900326957"
1446,04092018344,"MARCO'S PIZZA #8407",325 CARPENTER HILL DR,102,CARY,NC,27519,(919) 230-2222,2020-04-08,1 - Restaurant,-78.90087023,35.82521217,"35.82521924525972, -78.9008729244635"
1449,04092018349,TROPICAL SMOOTHIE CAFE NC23,1385 BRADFORD VIEW PL,SUITE 110,CARY,NC,27519,(919) 378-9859,2020-04-14,1 - Restaurant,-78.84682316,35.79355909,"35.79356616195602, -78.84682582942042"
1458,04092018359,TROPICAL SMOOTHIE CAFE,2028 KILDAIRE FARM RD,,CARY,NC,27518,(919) 977-9506,2020-04-30,1 - Restaurant,-78.78068643,35.73567118,"35.73567824535509, -78.78068907847992"
1479,04092018398,BUL BOX,1125 HATCHES POND LN,SUITE 118,CARY,NC,27519,(919) 650-2549,2020-07-06,1 - Restaurant,-78.84968191,35.82663584,"35.826642922311265, -78.84968458653904"
1506,04092018444,BURRITO SHAK,2982 KILDAIRE FARM RD,,CARY,NC,27518,(919) 267-6772,2020-09-15,1 - Restaurant,-78.78870059,35.71809477,"35.71810183254424, -78.78870324233264"
1525,04092018475,WEGMANS #139 COFFEE/SUBS/PIZZA/SALADS,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020-11-02,1 - Restaurant,-78.85023041,35.82831809,"35.82832516808825, -78.85023308320056"
1548,04092018526,"HANK'S DOWNTOWN DIVE",111 E CHATHAM ST,A,CARY,NC,27511,(984) 464-2524,2021-02-10,1 - Restaurant,-78.78051934,35.78769276,"35.787699838007065, -78.78052199171844"
1577,04092018572,"WENDY'S",1213 NW MAYNARD RD,,CARY,NC,27513-8720,(919) 468-0919,2021-03-23,1 - Restaurant,-78.81068059,35.78456035,"35.78456741966534, -78.81068325485259"
1581,04092018578,"WENDY'S #6306",2964 KILDAIRE FARM RD,,CARY,NC,27511-9614,(919) 363-5748,2021-03-24,1 - Restaurant,-78.78766235,35.71879711,"35.718804167290074, -78.78766500034659"
51,04092010989,LOS TRES MAGUEYES,110 SW MAYNARD RD,,CARY,NC,27511-4402,(919) 460-8757,1992-01-16,1 - Restaurant,-78.78312327,35.77217526,"35.77218232916313, -78.78312592447953"
53,04092011060,OLIVE GARDEN,1809 WALNUT ST,,CARY,NC,27511-9201,(919) 233-9714,1992-03-26,1 - Restaurant,-78.74263886,35.76053784,"35.76054491009173, -78.7426414946474"
1676,04092018712,NAZARA INDIAN BISTRO,1945 HIGH HOUSE RD,,CARY,NC,27519,(919) 694-5353,2021-09-22,1 - Restaurant,-78.84865558,35.78922067,"35.78922774315409, -78.84865825132587"
1690,04092018740,COURTYARD BY MARRIOTT FOODSERVICE,5730 DILLARD DR,,CARY,NC,27518,(919) 816-9988,2021-11-22,1 - Restaurant,-78.74642794,35.75664126,"35.75664832973513, -78.74643057778326"
1705,04092018757,PANERA #6027,2002 KILDAIRE FARM RD,,CARY,NC,27518,(919) 261-7916,2021-12-21,1 - Restaurant,-78.78074152,35.73836377,"35.73837083822449, -78.78074416784939"
70,04092011321,BOWLERO CARY,301 NOTTINGHAM DR,,CARY,NC,27511-4947,(919) 467-2411,1993-07-30,1 - Restaurant,-78.74288286,35.76719977,"35.76720683793827, -78.74288549973457"
121,04092012200,N.Y.PIZZA,6458 TRYON RD,,CARY,NC,27518,(919) 852-2242,1998-02-05,1 - Restaurant,-78.76155635,35.7455991,"35.74560616778627, -78.76155899197015"
148,04092013025,POINTS WEST CAFE AT WAKE MED CARY,1900 KILDAIRE FARM RD,,CARY,NC,27518,(919) 350-2736,1999-11-04,1 - Restaurant,-78.78171676,35.74074768,"35.740754748673695, -78.78171940981063"
215,04092013543,CAROLINA ALE HOUSE,2240 WALNUT ST,,CARY,NC,27518,(919) 854-9444,2002-03-01,1 - Restaurant,-78.74239169,35.75496793,"35.75497500001461, -78.7423943297879"
239,04092011048,NY PIZZA,1831 N HARRISON AVE,,CARY,NC,27513-2408,(919) 677-8484,1992-05-01,1 - Restaurant,-78.76807773,35.82998314,"35.829990229454985, -78.76808038050214"
260,04092013886,WASABI,"107 EDINBURGH SOUTH, ST 135",,CARY,NC,27511,(919) 460-7980,2003-08-28,1 - Restaurant,-78.79806693,35.73669743,"35.73670449695699, -78.79806958624583"
270,04092013971,"MAC'S TAVERN",1014 RYAN RD,,CARY,NC,27511,(919) 467-4114,2004-01-09,1 - Restaurant,-78.76675868,35.77660368,"35.77661074879478, -78.7667613259852"
307,04092014271,"SALVIO'S PIZZERIA",2428 SW CARY PKWY,,CARY,NC,27513,(919) 467-4600,2005-03-07,1 - Restaurant,-78.82085568,35.76364284,"35.7636499105793, -78.82085834054683"
361,04092014662,STARBUCKS #9840,1107 WALNUT ST,1107-102 WALNUT ST,CARY,NC,27511,(919) 468-9908,2006-08-18,1 - Restaurant,-78.76025643,35.77376876,"35.77377583202283, -78.76025907795274"
406,04092014977,STARBUCKS COFFEE CO,8204-120 TRYON WOODS DR,,CARY,NC,27518,(919) 851-6439,2007-10-22,1 - Restaurant,-78.74322595,35.74716476,"35.74717183250092, -78.74322858915211"
445,04092014708,STARBUCKS COFFEE #9364,2840 NC HWY 55,,CARY,NC,27519,(919) 387-3482,2006-10-23,1 - Restaurant,-78.87059729,35.78940783,"35.78941490664935, -78.87059996727571"
446,04092014375,HONG KONG #1 CHINESE RESTAURANT,2720 NC HWY 55,,CARY,NC,27519,(919) 363-2828,2005-09-02,1 - Restaurant,-78.87112586,35.78490497,"35.78491204084008, -78.87112854123728"
456,04092015231,BRUEGGERS BAGEL #3771,4212 NW CARY PKY,,CARY,NC,27513,(919) 463-5563,2008-09-30,1 - Restaurant,-78.82705558,35.79085051,"35.79085758124295, -78.82705825084703"
474,04092015349,GENKI RESTAURANT   SUSHI BAR,3420 TEN TEN RD,SUIT 314,CARY,NC,27518,(919) 363-6636,2009-03-04,1 - Restaurant,-78.79278394,35.70189503,"35.70190208344232, -78.7927865865394"
497,04092015496,PARK BAR   GRILL (DOUBLETREE BY HILTON),500 CAITBOO AVE,,CARY,NC,27518,(919) 900-8840,2009-10-26,1 - Restaurant,-78.73611827,35.75670594,"35.756713005706864, -78.73612090998394"
499,04092015521,NOODLES   COMPANY,200 CROSSROADS  BLVD,STE 110,CARY,NC,27518,(919) 851-5080,2009-11-02,1 - Restaurant,-78.74109703,35.76025118,"35.76025825176365, -78.74109967100205"
513,04092015575,TRIBECA TAVERN,500 LEDGESTONE WAY,,CARY,NC,27519,(919) 465-3055,2010-02-19,1 - Restaurant,-78.84803883,35.79230834,"35.79231541314684, -78.84804149954364"
539,04092015697,SUBWAY,10130 GREEN LEVEL CHURCH  RD SUITE 300,,CARY,NC,27519,(919) 460-9422,2010-08-03,1 - Restaurant,-78.90107972,35.82060442,"35.82061149665113, -78.9010824133322"
563,04092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD,,CARY,NC,27511,(919) 319-6265,2010-08-27,1 - Restaurant,-78.78269343,35.77098734,"35.77099441350096, -78.78269607760292"
1716,04092018772,SMOOTHIE KING 1381,1118 PARKSIDE MAIN ST,,CARY,NC,27519,,2022-01-07,1 - Restaurant,-78.88929615,35.84835999,"35.848367078137315, -78.88929884121994"
1766,04092018847,STARBUCKS MACGREGOR VILLAGE,101 EDINBURGH SOUTH DR,,CARY,NC,27511,(919) 205-4456,2022-04-05,1 - Restaurant,-78.79806693,35.73669743,"35.73670449695699, -78.79806958624583"
1788,04092018880,DUNKIN #362565,994 HIGH HOUSE RD,,CARY,NC,27513-3575,(984) 364-9618,2022-05-25,1 - Restaurant,-78.82691634,35.78842126,"35.78842833559435, -78.82691900326957"
1827,04092018928,FIREHOUSE SUBS #122,260 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 468-1822,2022-08-15,1 - Restaurant,-78.78059125,35.80471168,"35.80471875401835, -78.78059390784402"
1895,04092019026,ATRIA CARY,7000 REGENCY PKWY,,CARY,NC,27518,(919) 342-8200,2022-12-07,1 - Restaurant,-78.79046976,35.72830977,"35.72831683281536, -78.79047241322696"
1925,04092019060,HIBACHI CHINA BUFFET,111 SHANNON OAKS CIR,,CARY,NC,27511,(919) 388-1686,2023-01-26,1 - Restaurant,-78.78396209,35.75999102,"35.7599980892624, -78.78396474320112"
1926,04092019064,SPORTS   SOCIAL CARY,301 FENTON GATEWAY DR,110,CARY,NC,27511,(919) 363-8888,2023-02-03,1 - Restaurant,-78.75852986,35.78087951,"35.78088658725803, -78.75853250296632"
1930,04092019069,SUBWAY #3262,813 N BASS PRO LN,,CARY,NC,27513,(919) 678-1191,2023-02-23,1 - Restaurant,-78.77007336,35.83116267,"35.83116975455087, -78.77007600888682"
1976,04092019127,NYBD III,2050 KILDAIRE FARM RD,,CARY,NC,27518,(919) 851-9050,2023-05-24,1 - Restaurant,-78.78068643,35.73567118,"35.73567824535509, -78.78068907847992"
1983,04092019134,"CHEF'S PALETTE",3460 TEN-TEN RD,STE 118,CARY,NC,27518,(919) 267-6011,2023-06-01,1 - Restaurant,-78.79278394,35.70189503,"35.70190208344232, -78.7927865865394"
2023,04092019183,FIVE SPICE BBQ,1065 DARRINGTON DR,,CARY,NC,27513,(919) 234-0088,2023-08-01,1 - Restaurant,-78.81572559,35.79924675,"35.7992538268689, -78.81572825717157"
2062,04092019226,ACADEMY MARKET,321 S ACADEMY ST,,CARY,NC,27511,,2023-09-29,1 - Restaurant,-78.77980468,35.78405458,"35.78406165908618, -78.77980732922622"
2063,04092019227,HABESHA MARKET,750 E CHATHAM ST,E,CARY,NC,27511-6915,,2023-09-29,1 - Restaurant,-78.76514284,35.79157176,"35.791578838482266, -78.76514549164654"
2085,04092019251,BOTECO DO BRAZIL,4214 NW CARY PKY,,CARY,NC,27513,,2023-11-13,1 - Restaurant,-78.82705558,35.79085051,"35.79085758124295, -78.82705825084703"
2092,04092019257,BBQ CHICKEN,14220 BRADFORD GREEN SQ,,CARY,NC,27519,,2023-11-15,1 - Restaurant,-78.84558557,35.79325258,"35.79325965906674, -78.84558824551502"
2097,04092019263,BHARATH CAFE,716 SLASH PINE DR,,CARY,NC,27519,(919) 377-2299,2023-11-27,1 - Restaurant,-78.90892881,35.83075801,"35.83076508964281, -78.9089315027874"
2133,04092019306,TIJUANA FLATS #5072,"7165 O'KELLY CHAPEL RD",,CARY,NC,27519,(919) 629-3200,2024-02-02,1 - Restaurant,-78.8882479,35.8441495,"35.844156586889284, -78.88825059273711"
2139,04092019315,LOS TRES MEXICAN RESTAURANT,2026 KILDAIRE FARM RD,,CARY,NC,27518,(919) 813-7808,2024-02-19,1 - Restaurant,-78.78068643,35.73567118,"35.73567824535509, -78.78068907847992"
2147,04092019327,CHA HOUSE,1319 KILDAIRE FARM RD,,CARY,NC,27511,(984) 465-0498,2024-03-05,1 - Restaurant,-78.78193785,35.75976468,"35.759771748933424, -78.78194049746463"
2179,04092019363,STARRY NIGHT COFFEE   CREPES,315 CROSSROADS BLVD,,CARY,NC,27511,(919) 900-7155,2024-04-10,1 - Restaurant,-78.73871469,35.76064643,"35.76065349732471, -78.73871732686946"
2184,04092019370,FIRST WATCH #6041,1325 BRADFORD VIEW DR,STE 110,CARY,NC,27519,(919) 655-8005,2024-04-17,1 - Restaurant,-78.84569125,35.79250659,"35.79251366481976, -78.84569392483887"
2193,04092019378,"TAZIKI'S CAFE","7161 O'KELLY CHAPEL RD",,CARY,NC,27519,(919) 371-2693,2024-04-25,1 - Restaurant,-78.8882479,35.8441495,"35.844156586889284, -78.88825059273711"
2221,04092019411,EVEREST NEPALI KITCHEN,212 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 378-9390,2024-05-29,1 - Restaurant,-78.78059125,35.80471168,"35.80471875401835, -78.78059390784402"
2265,04092019459,THIRD EYE MOMO   GRILL,10110 GREEN LEVEL CHURCH RD,108,CARY,NC,27519,(919) 353-3555,2024-07-09,1 - Restaurant,-78.90107972,35.82060442,"35.82061149665113, -78.9010824133322"
2284,04092019481,AJUMMA,2055 RENAISSANCE PARK PL,,CARY,NC,27513,,2024-08-05,1 - Restaurant,-78.77209635,35.82792133,"35.82792841352513, -78.7720989972734"
2303,04092019505,AFGHAN KEBAB,2422 SW CARY PKWY,,CARY,NC,27513,,2024-02-21,1 - Restaurant,-78.82085568,35.76364284,"35.7636499105793, -78.82085834054683"
2333,04092020927,"BJ'S WHOLESALE CLUB DELI   MEAT MARKET",2370 WALNUT ST,,CARY,NC,27518,(919) 854-2777,2000-03-31,2 - Food Stands,-78.74427277,35.7532321,"35.75323917336935, -78.74427541319983"
2368,04092021013,FOOD LION #624 DELI,2458 SW CARY PKY,,CARY,NC,27513-5318,(919) 481-1822,2000-07-01,2 - Food Stands,-78.82085568,35.76364284,"35.7636499105793, -78.82085834054683"
2456,04092021398,HARRIS TEETER #138 DELI,98 CORNERSTONE DR,,CARY,NC,27519,(919) 467-1259,2006-09-05,2 - Food Stands,-78.85187774,35.79044484,"35.790451910630374, -78.8518804185753"
2488,04092021497,HARRIS TEETER #298 MEAT SEAFOOD,10140 GREEN LEVEL CHURCH RD,,CARY,NC,27519,(919) 460-3126,2007-12-13,2 - Food Stands,-78.90107972,35.82060442,"35.82061149665113, -78.9010824133322"
2494,04092021511,HARRIS TEETER #330 PRODUCE,1151 TRYON VILLAGE DR,,CARY,NC,27518,(919) 233-3476,2008-02-21,2 - Food Stands,-78.74322595,35.74716476,"35.74717183250092, -78.74322858915211"
2523,04092021604,THE BUTCHERS MARKET,1225 KILDAIRE FARM RD,,CARY,NC,27511,(919) 465-3082,2010-01-20,2 - Food Stands,-78.78213151,35.76273552,"35.76274258632383, -78.78213416448122"
2537,04092021648,FOOD LION #2198 DELI/BAKERY,8745 HOLLY SPRINGS RD,,CARY,NC,27539,(919) 362-1738,2011-01-25,2 - Food Stands,-78.77345985,35.69264269,"35.69264974901359, -78.77346249748932"
2583,04092021793,HARRIS TEETER #236 - PRODUCE,"7145 O'KELLY CHAPEL RD",,CARY,NC,27519,,2014-06-06,2 - Food Stands,-78.8882479,35.8441495,"35.844156586889284, -78.88825059273711"
2590,04092021812,LOWES FOODS #162 DELI,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014-09-25,2 - Food Stands,-78.76155635,35.7455991,"35.74560616778627, -78.76155899197015"
2596,04092021819,PUBLIX #1466 PRODUCE,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014-10-28,2 - Food Stands,-78.84558557,35.79325258,"35.79325965906674, -78.84558824551502"
2649,04092021913,FOOD LION #727 PRODUCE,900 NE MAYNARD RD,,CARY,NC,27513,(919) 460-6274,2015-11-18,2 - Food Stands,-78.76838418,35.80043542,"35.800442496958084, -78.76838683271491"
2695,04092021980,CIRCLE K #2720816,1807 N HARRISON AVE,,CARY,NC,27513,(919) 677-1808,2016-09-30,2 - Food Stands,-78.76848368,35.83028025,"35.83028733551062, -78.7684863346644"
2711,04092022009,LA BONITA DELI,836-110 E CHATHAM ST,,CARY,NC,27511,(919) 650-3161,2017-03-02,2 - Food Stands,-78.76088327,35.79050976,"35.79051683877531, -78.76088591912385"
2723,04092022032,THE POOLSIDE GRILL,275 CONVENTION DR,,CARY,NC,27511,(919) 459-4045,2017-09-11,2 - Food Stands,-78.75428728,35.77648584,"35.7764929101669, -78.75428992505002"
2760,04092025232,PUBLIX 1552 PRODUCE,425 EMISSARY DR,,CARY,NC,27519,(919) 388-7201,2018-11-02,2 - Food Stands,-78.90353622,35.82486983,"35.824876910118476, -78.90353891061324"
2878,04092025496,"TOP THIS! CATERING, LLC",120 DRY AVE,,CARY,NC,27511,(919) 744-8338,2023-02-13,2 - Food Stands,-78.78306284,35.78337276,"35.783379838400265, -78.78306549727073"
2888,04092025526,KUNG FU TEA,1961 HIGH HOUSE RD,,CARY,NC,27519,,2023-08-04,2 - Food Stands,-78.84865558,35.78922067,"35.78922774315409, -78.84865825132587"
2897,04092025546,RISE BISCUITS,575 NEW WAVERLY PL,SUITE 104A,CARY,NC,27518,(984) 228-6258,2023-11-20,2 - Food Stands,-78.77756452,35.73853427,"35.73854133532604, -78.77756716738376"
2898,04092025547,JETS PIZZA,3420 TEN TEN RD,SUITE 308,CARY,NC,27518,(919) 230-0083,2023-11-27,2 - Food Stands,-78.79278394,35.70189503,"35.70190208344232, -78.7927865865394"
3066,04092030629,TACOS EL BRITO 2 (WCID #948),744 E CHATHAM  ST,,CARY,NC,27511,(919) 924-7186,2023-05-18,3 - Mobile Food,-78.7669176,35.79077934,"35.7907864192227, -78.766920251914"
3072,04092030636,TACOS EL COCO LOCO (WCID #956),404 W CHATHAM  ST,,CARY,NC,27511,(919) 699-8785,2023-06-30,3 - Mobile Food,-78.7884575,35.78704359,"35.78705066425939, -78.78846015867025"
3197,04092110082,PENNY ROAD ELEMENTARY CAFETERIA,10900 PENNY RD,,CARY,NC,27518,(919) 387-2143,1991-09-16,11 - Public School Lunch,-78.79741418,35.71747453,"35.71748158662685, -78.79741683573032"
3227,04092110117,GREEN HOPE HIGH SCH. CAFETERIA,2500 CARPENTER UPCHURCH RD,,CARY,NC,27519,(919) 380-3684,1999-08-12,11 - Public School Lunch,-78.86673632,35.80474692,"35.80475399987986, -78.86673899960502"
3236,04092110125,GREEN HOPE ELEMENTARY CAFETERIA,2700  LOUIS STEPHENS RD,,CARY,NC,27519,(918) 338-5285,2000-08-11,11 - Public School Lunch,-78.85985199,35.80278467,"35.802791748342, -78.8598546705786"
3245,04092110132,REEDY CREEK MIDDLE SCH. CAFETERIA,930 REEDY CREEK RD,,CARY,NC,27513,(919) 460-3504,2002-07-26,11 - Public School Lunch,-78.76818761,35.81272933,"35.81273641301039, -78.7681902573711"
3311,04092110511,PLEASANT GROVE CHURCH ROAD ELEMENTARY CAFETERIA,3605 PLEASANT GROVE CHURCH RD,,CARY,NC,27560,(919) 694-8770,2016-07-28,11 - Public School Lunch,-78.82078683,35.8868449,"35.88685199990039, -78.8207895002276"
3362,04092160021,WOODLAND TERRACE ASSISTED LIVING FOODSERVICE,300 KILDAIRE WOODS DR,,CARY,NC,27511,(919) 465-0356,2001-09-05,16 - Institutional Food Service,-78.77900843,35.76613693,"35.766143999631154, -78.7790110804071"
3375,04092160070,SUNRISE OF CARY FOODSERVICE,1206 W CHATHAM ST,,CARY,NC,27513,(919) 462-9147,2009-04-16,16 - Institutional Food Service,-78.80900084,35.7715916,"35.77159867093222, -78.8090034966578"
3390,04092160093,SPRING ARBOR OF CARY FOOD SERVICE,1705 KILDAIRE FARM RD,,CARY,NC,27511,(919) 388-9635,2022-09-26,16 - Institutional Food Service,-78.78033719,35.74536577,"35.7453728378876, -78.78033983841681"
3450,04092300250,FOOD LION #2198 MEAT MARKET,8745 HOLLY SPRINGS RD,,CARY,NC,27539,(919) 362-1738,2011-01-25,30 - Meat Market,-78.77345985,35.69264269,"35.69264974901359, -78.77346249748932"
3524,04092019530,THE KELLANOVA CAFE,1 QUALITY LANE,,CARY,NC,27513,,2024-10-10,1 - Restaurant,-78.80879783,35.81694251,"35.81694958703543, -78.80880049440759"
3703,04092030731,TACOS DONA MEDA WCID # 805,744 E CHATHAM ST,,CARY,NC,27511,(919) 656-0499,2025-03-01,3 - Mobile Food,-78.7669176,35.79077934,"35.7907864192227, -78.766920251914"
3718,04092019646,AQUI MERO!,101 ASHVILLE AVE,,CARY,NC,27518,,2025-03-21,1 - Restaurant,-78.78354569,35.73867835,"35.738685419334324, -78.78354833881441"
3741,04092019662,BREWERY BHAVANA,850 LOWER GARDEN LN,,CARY,NC,27511,,2025-04-11,1 - Restaurant,-78.75852986,35.78087951,"35.78088658725803, -78.75853250296632"
3779,04092019689,HANGOUT BAR AND GRILL,107 EDINBURGH SOUTH DR,UNIT 129,CARY,NC,27511,(984) 333-0047,2025-05-14,1 - Restaurant,-78.79806693,35.73669743,"35.73670449695699, -78.79806958624583"
3784,04092019694,THE WALK-UP,126 W CHATHAM ST,,CARY,NC,27511,,2025-05-16,1 - Restaurant,-78.78239676,35.78740485,"35.78741192169061, -78.78239941328312"
3801,04092019706,MACGREGOR DOWNS CLUB HOUSE,430 ST ANDREWS LN,,CARY,NC,27511,,2025-05-19,1 - Restaurant,-78.79419635,35.74576085,"35.74576791589626, -78.79419899957286"
4027,04092050043,TMSA CARY,312 GREGSON DR,,CARY,NC,27511,,2025-10-24,5 - Private Schools Lunchroom,-78.80582725,35.7332766,"35.73328365904065, -78.80582990769369"
4048,04092019865,WINGSTOP #1245,684-A CARY TOWNE BLVD,,CARY,NC,27511,(919) 377-0102,2025-11-05,1 - Restaurant,-78.76562102,35.77485801,"35.77486508330142, -78.76562366458889"
4052,04092019869,THE NOODLE SMITH,1401 SE MAYNARD RD,STE J,CARY,NC,27511,(919) 377-0140,2025-11-07,1 - Restaurant,-78.76423194,35.78997868,"35.78998575471259, -78.76423458957895"
4064,04092019878,SONESTA ES SUITES RALEIGH CARY FOODSERVICE,2900 REGENCY PKY,,CARY,NC,27518,(919) 467-4080,2025-11-18,1 - Restaurant,-78.78922986,35.73280077,"35.73280783206343, -78.78923250863501"
4093,04092030778,SZECHUAN MANSION HOTPOT (WCID #1127),1353 KILDAIRE FARM RD,,CARY,NC,27511,(515) 708-3968,2025-12-31,3 - Mobile Food,-78.78193785,35.75976468,"35.759771748933424, -78.78194049746463"
598,04092015995,THE BIG EASY,231 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 468-6007,2011-11-07,1 - Restaurant,-78.78059125,35.80471168,"35.80471875401835, -78.78059390784402"
599,04092016006,MELLOW MUSHROOM,4300 NW CARY PKY,,CARY,NC,27513,(919) 463-7779,2011-09-22,1 - Restaurant,-78.82814567,35.790202,"35.79020907744532, -78.8281483412097"
636,04092016135,LOS TRES MAGUEYES,10120 GREEN LEVEL CHURCH  RD,,CARY,NC,27519,(919) 967-5444,2012-03-16,1 - Restaurant,-78.90107972,35.82060442,"35.82061149665113, -78.9010824133322"
745,04092016544,WINSTON CLUBHOUSE,17001 SEARSTONE DR,,CARY,NC,27513,(919) 234-0400,2013-11-01,1 - Restaurant,-78.84474841,35.78853893,"35.78854600594238, -78.8447510779452"
777,04092016640,JASMIN BISTRO,1109 LEDSOME LN,,CARY,NC,27511,(919) 469-1112,2014-02-28,1 - Restaurant,-78.74766477,35.76296884,"35.76297591592803, -78.74766740735315"
778,04092016638,TARGET CAFE #2784,7129 OKELLY CHAPEL RD,,CARY,NC,27519,(919) 674-2214,2014-03-05,1 - Restaurant,-78.88560632,35.84441825,"35.84442532953437, -78.88560900890289"
937,04092017063,OISO SUSHI   KOREAN,1305 NW MAYNARD RD,,CARY,NC,27513,(919) 665-7587,2015-10-21,1 - Restaurant,-78.81100001,35.78581026,"35.7858173295153, -78.81100266997566"
976,04092017203,"CHUY'S #72",1035 PARKSIDE MAIN ST,,CARY,NC,27519,(919) 388-7453,2016-04-12,1 - Restaurant,-78.88869181,35.84658691,"35.846593993841665, -78.88869449959901"
1008,04092017301,ESMERALDA GRILL,748 E CHATHAM ST,SUITE J,CARY,NC,27511,(919) 377-2455,2016-08-26,1 - Restaurant,-78.76514284,35.79157176,"35.791578838482266, -78.76514549164654"
1046,04092017487,"JOHNNY'S PIZZA",96 CORNERSTONE DR,,CARY,NC,27519,(919) 460-5566,2016-12-02,1 - Restaurant,-78.85232883,35.79108618,"35.79109325697711, -78.85233150918012"
1047,04092017490,JASMIN   OLIVZ MEDITERRANEAN,9934 CHAPEL HILL RD,,CARY,NC,27513,(919) 234-6900,2016-12-19,1 - Restaurant,-78.820634,35.81480892,"35.8148160004568, -78.82063666761277"
1085,04092017571,PENN STATION #320,700 CARY TOWNE BLVD,,CARY,NC,27511,(919) 234-1342,2017-04-17,1 - Restaurant,-78.76562102,35.77485801,"35.77486508330142, -78.76562366458889"
